,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
463,378,Micah Potter,PF,24,UTA,3,14,17.0,1.0,0.0,0.0,7.8,15.4,11.7,19.6,0.0,0.0,0.0,6.0,,0.1,0.0,0.1,0.235,,2.3,1.5,3.8,0.0,pottemi01,2223,1.3
464,379,Dwight Powell,C,31,DAL,58,1149,15.9,0.737,0.014,0.665,12.1,13.7,12.9,6.3,1.7,1.8,16.1,12.7,,3.1,1.1,4.1,0.173,,-1.2,0.0,-1.2,0.2,poweldw01,2223,6.8
465,380,Norman Powell,SG,29,LAC,53,1371,17.6,0.618,0.417,0.385,1.6,11.0,6.4,11.1,1.5,1.1,10.8,26.0,,2.0,1.3,3.3,0.115,,1.4,-0.7,0.7,1.0,powelno01,2223,16.6
466,381,Jason Preston,PG,23,LAC,13,122,10.6,0.489,0.439,0.049,1.8,18.2,10.1,32.1,0.8,0.0,19.3,18.6,,0.0,0.1,0.1,0.024,,-2.1,-0.5,-2.6,0.0,prestja01,2223,3.2
467,382,Joshua Primo,SG,20,SAS,4,93,6.2,0.467,0.462,0.346,2.3,13.6,7.7,24.5,0.5,1.8,26.9,18.2,,-0.2,0.0,-0.1,-0.074,,-4.6,-1.8,-6.4,-0.1,primojo01,2223,7.0
468,383,Taurean Prince,SF,28,MIN,38,810,10.5,0.614,0.522,0.154,1.7,10.7,6.3,10.0,1.2,1.5,14.6,16.2,,0.4,0.7,1.1,0.066,,-2.1,-0.3,-2.4,-0.1,princta02,2223,8.7
469,384,Payton Pritchard,PG,25,BOS,43,538,9.0,0.516,0.619,0.067,4.4,8.5,6.5,11.7,1.3,0.2,13.1,18.7,,-0.2,0.5,0.3,0.028,,-3.0,-1.2,-4.2,-0.3,pritcpa01,2223,4.7
470,385,Trevelin Queen,SG,25,IND,7,70,6.1,0.337,0.517,0.172,12.6,14.2,13.4,11.3,1.4,6.3,18.3,22.9,,-0.3,0.1,-0.2,-0.128,,-5.6,-1.5,-7.1,-0.1,queentr01,2223,3.0
471,386,Neemias Queta,C,23,SAC,4,25,17.8,0.676,0.0,0.25,18.7,22.7,20.8,6.1,0.0,3.4,10.1,16.9,,0.1,0.0,0.1,0.164,,-2.3,-0.7,-3.1,0.0,quetane01,2223,3.0
472,387,Immanuel Quickley,PG,23,NYK,62,1723,14.8,0.569,0.485,0.248,2.6,13.1,7.9,16.2,1.5,0.5,8.8,19.2,,2.8,1.7,4.5,0.125,,0.5,0.6,1.1,1.3,quickim01,2223,13.3
473,388,Julius Randle,PF,28,NYK,63,2256,21.2,0.585,0.44,0.378,6.3,25.4,15.9,18.8,0.9,0.8,11.4,29.0,,4.7,2.8,7.5,0.16,,4.4,0.1,4.5,3.7,randlju01,2223,25.2
474,389,Austin Reaves,SG,24,LAL,44,1217,12.4,0.663,0.495,0.431,2.3,8.8,5.6,11.1,0.9,1.1,14.4,14.4,,1.8,0.8,2.6,0.104,,-0.8,0.1,-0.8,0.4,reaveau01,2223,11.2
475,390,Cam Reddish,SF,23,TOT,26,603,11.4,0.571,0.479,0.222,1.8,6.4,4.1,8.0,1.9,1.4,10.5,17.0,,0.4,0.5,0.9,0.074,,-1.9,-0.5,-2.4,-0.1,reddica01,2223,13.8
476,390,Cam Reddish,SF,23,NYK,20,438,10.7,0.558,0.412,0.243,1.7,5.9,3.8,6.4,1.7,1.7,9.1,16.2,,0.3,0.4,0.7,0.075,,-2.2,0.0,-2.2,0.0,reddica01,2223,13.8
477,390,Cam Reddish,SF,23,POR,6,165,13.0,0.601,0.638,0.172,2.1,7.7,4.9,12.3,2.4,0.5,13.8,19.2,,0.1,0.1,0.2,0.07,,-1.2,-1.8,-3.0,0.0,reddica01,2223,13.8
478,391,Davon Reed,SG,27,TOT,39,334,5.8,0.465,0.554,0.289,3.5,16.2,10.0,7.6,2.0,1.1,17.6,14.7,,-0.4,0.4,0.0,0.002,,-5.3,-0.3,-5.6,-0.3,reedda01,2223,1.5
479,391,Davon Reed,SG,27,DEN,35,315,5.3,0.456,0.55,0.25,3.4,16.5,10.1,7.2,2.0,1.1,18.4,15.0,,-0.4,0.4,-0.1,-0.008,,-5.6,-0.4,-6.0,-0.3,reedda01,2223,1.5
480,391,Davon Reed,SG,27,LAL,4,19,14.4,0.63,0.667,1.333,5.8,10.8,8.4,13.5,2.5,0.0,0.0,10.5,,0.0,0.0,0.1,0.16,,-0.7,2.1,1.4,0.0,reedda01,2223,1.5
481,392,Paul Reed,C,23,PHI,47,446,16.0,0.597,0.036,0.218,14.9,23.1,19.0,4.5,3.3,6.0,18.8,14.8,,0.4,1.0,1.4,0.148,,-3.7,2.1,-1.5,0.1,reedpa01,2223,3.4
482,393,Naz Reid,C,23,MIN,56,1011,18.2,0.608,0.388,0.217,7.5,22.6,15.2,9.3,1.6,4.3,13.3,23.8,,0.8,1.6,2.4,0.112,,-0.2,0.7,0.4,0.6,reidna01,2223,10.6
483,394,Jared Rhoden,SG,23,DET,1,12,-3.0,0.333,0.333,0.0,0.0,9.5,4.6,0.0,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.085,,-12.6,-4.2,-16.8,0.0,rhodeja01,2223,2.0
484,395,Nick Richards,C,25,CHO,48,833,18.8,0.653,0.0,0.577,14.4,21.4,17.8,3.8,0.5,4.9,11.7,16.6,,2.0,0.8,2.8,0.163,,-0.7,-0.9,-1.6,0.1,richani01,2223,7.8
485,396,Josh Richardson,SG,29,TOT,47,1139,14.0,0.559,0.513,0.161,2.9,10.1,6.4,18.6,2.3,1.0,12.6,19.9,,0.8,0.6,1.4,0.059,,-0.3,-0.3,-0.6,0.4,richajo01,2223,9.1
486,396,Josh Richardson,SG,29,SAS,42,997,13.9,0.556,0.51,0.148,3.2,10.3,6.6,19.3,1.9,0.9,12.7,20.6,,0.7,0.3,1.0,0.048,,0.0,-1.2,-1.2,0.2,richajo01,2223,9.1
487,396,Josh Richardson,SG,29,NOP,5,142,14.7,0.585,0.55,0.3,0.8,8.8,4.7,13.4,5.4,2.0,11.7,15.4,,0.1,0.3,0.4,0.137,,-2.4,5.7,3.3,0.2,richajo01,2223,9.1
488,397,Austin Rivers,SG,30,MIN,49,1001,7.7,0.574,0.59,0.19,0.6,8.4,4.6,9.3,1.3,0.4,9.4,10.4,,0.6,0.7,1.4,0.065,,-3.1,0.4,-2.7,-0.2,riverau01,2223,5.1
489,398,Duncan Robinson,SF,28,MIA,31,549,7.4,0.513,0.814,0.117,1.6,11.2,6.2,9.9,1.1,0.0,9.6,17.6,,-0.1,0.5,0.4,0.035,,-3.8,-1.3,-5.1,-0.4,robindu01,2223,6.7
490,399,Mitchell Robinson,C,24,NYK,41,1110,19.0,0.672,0.0,0.435,16.9,19.7,18.3,4.6,1.7,6.1,8.5,9.6,,3.0,1.8,4.8,0.209,,1.1,1.8,2.9,1.4,robinmi01,2223,7.8
491,400,Orlando Robinson,C,22,MIA,29,397,13.7,0.572,0.058,0.337,12.2,22.5,17.1,7.7,1.5,3.1,13.2,12.6,,0.5,0.6,1.1,0.137,,-3.0,0.9,-2.1,0.0,robinor01,2223,3.9
492,401,Jeremiah Robinson-Earl,PF,22,OKC,32,646,13.8,0.56,0.46,0.178,9.3,14.6,11.8,6.4,1.5,1.6,6.8,15.1,,0.9,0.7,1.6,0.118,,-0.3,-0.4,-0.7,0.2,robinje02,2223,7.4
493,402,Isaiah Roby,PF,24,SAS,42,474,9.4,0.497,0.387,0.265,4.7,20.9,12.5,10.7,1.8,1.2,15.2,17.8,,-0.4,0.3,-0.1,-0.01,,-4.0,-0.7,-4.7,-0.3,robyis01,2223,4.1
494,403,David Roddy,PF,21,MEM,49,836,7.9,0.51,0.502,0.176,3.9,11.9,7.9,4.7,1.3,1.3,13.0,16.6,,-0.5,1.1,0.6,0.033,,-4.0,-0.3,-4.2,-0.5,roddyda01,2223,6.0
495,404,Ryan Rollins,PG,20,GSW,12,62,-1.4,0.508,0.45,0.3,5.4,15.8,10.7,12.5,0.8,1.4,41.4,26.2,,-0.3,0.1,-0.3,-0.22,,-11.4,-3.8,-15.2,-0.2,rolliry01,2223,1.9
496,405,Derrick Rose,PG,34,NYK,27,338,10.3,0.463,0.396,0.075,2.6,10.2,6.4,20.3,1.0,1.4,11.8,23.6,,-0.3,0.3,0.0,0.003,,-2.2,-1.5,-3.7,-0.1,rosede01,2223,5.6
497,406,Terrence Ross,SG,31,TOT,45,1009,9.1,0.542,0.54,0.067,1.2,9.7,5.4,8.6,1.3,0.8,9.9,16.0,,0.0,0.8,0.8,0.038,,-2.4,-0.4,-2.8,-0.2,rosste01,2223,11.2
498,406,Terrence Ross,SG,31,ORL,42,944,8.8,0.543,0.535,0.067,1.2,9.0,5.1,8.3,1.3,0.8,10.7,15.8,,-0.1,0.7,0.6,0.032,,-2.5,-0.5,-3.0,-0.2,rosste01,2223,11.2
499,406,Terrence Ross,SG,31,PHO,3,65,13.4,0.535,0.586,0.069,1.7,19.2,10.2,14.0,0.8,0.0,0.0,19.6,,0.1,0.1,0.2,0.117,,-0.3,0.4,0.1,0.0,rosste01,2223,11.2
500,407,Terry Rozier,SG,28,CHO,52,1851,14.8,0.519,0.427,0.187,2.6,10.0,6.2,21.0,1.5,0.6,9.1,26.5,,0.5,1.1,1.6,0.041,,0.7,-1.5,-0.8,0.6,roziete01,2223,21.3
501,408,Ricky Rubio,PG,32,CLE,16,267,11.5,0.424,0.557,0.227,1.8,14.5,8.2,28.0,3.4,0.7,11.8,18.4,,-0.1,0.5,0.4,0.076,,-4.0,2.4,-1.7,0.0,rubiori01,2223,5.0
502,409,D'Angelo Russell,PG,26,TOT,58,1877,16.3,0.601,0.514,0.234,1.8,8.6,5.3,27.1,1.5,1.0,15.3,22.7,,2.6,1.6,4.1,0.106,,1.9,-0.8,1.1,1.5,russeda01,2223,16.4
503,409,D'Angelo Russell,PG,26,MIN,54,1778,16.3,0.604,0.521,0.23,1.8,8.4,5.2,27.0,1.6,1.1,15.5,22.7,,2.4,1.5,3.9,0.106,,2.0,-0.8,1.2,1.4,russeda01,2223,16.4
504,409,D'Angelo Russell,PG,26,LAL,4,99,15.9,0.554,0.395,0.302,2.2,12.4,7.5,29.0,0.5,0.0,11.0,23.3,,0.1,0.1,0.2,0.097,,0.6,-0.6,0.0,0.1,russeda01,2223,16.4
505,410,Matt Ryan,SF,25,TOT,32,303,8.4,0.543,0.776,0.112,1.5,7.3,4.5,6.6,0.8,0.3,5.9,16.7,,0.1,0.2,0.3,0.044,,-1.7,-1.6,-3.3,-0.1,ryanma01,2223,3.8
506,410,Matt Ryan,SF,25,LAL,12,129,4.7,0.459,0.714,0.102,1.7,9.5,5.8,4.0,0.7,0.0,5.5,17.7,,-0.1,0.1,-0.1,-0.019,,-4.3,-1.6,-5.9,-0.1,ryanma01,2223,3.8
507,410,Matt Ryan,SF,25,MIN,20,174,11.1,0.614,0.828,0.121,1.3,5.7,3.5,8.5,0.8,0.5,6.1,15.9,,0.2,0.1,0.3,0.091,,0.2,-1.6,-1.4,0.0,ryanma01,2223,3.8
508,411,Domantas Sabonis,C,26,SAC,59,2035,23.0,0.674,0.102,0.48,10.1,31.0,20.7,29.0,1.2,1.1,17.6,21.0,,6.9,2.3,9.2,0.218,,3.7,1.8,5.5,3.8,sabondo01,2223,19.0
509,412,Dario Šarić,PF,28,TOT,42,606,13.1,0.571,0.409,0.276,7.7,22.0,14.7,14.3,1.1,0.7,16.2,19.1,,0.5,0.7,1.2,0.095,,-1.9,0.2,-1.6,0.1,saricda01,2223,9.4
510,412,Dario Šarić,PF,28,PHO,37,533,12.4,0.545,0.388,0.247,7.9,21.9,14.7,14.9,1.2,0.8,15.4,18.7,,0.3,0.7,1.0,0.087,,-2.2,0.3,-1.9,0.0,saricda01,2223,9.4
511,412,Dario Šarić,PF,28,OKC,5,73,18.2,0.743,0.56,0.48,5.7,22.5,13.9,9.7,0.6,0.0,20.9,21.9,,0.2,0.1,0.2,0.154,,0.6,-0.2,0.5,0.0,saricda01,2223,9.4
512,413,Jordan Schakel,SF,24,WAS,2,6,24.5,0.75,0.5,0.0,0.0,0.0,0.0,23.7,8.1,0.0,0.0,14.5,,0.0,0.0,0.0,0.32,,7.8,9.4,17.2,0.0,schakjo01,2223,1.5
513,414,Admiral Schofield,PF,25,ORL,28,354,11.5,0.613,0.587,0.207,6.1,10.6,8.3,9.2,0.8,0.8,5.6,13.0,,0.7,0.2,0.9,0.127,,-1.3,-0.4,-1.7,0.0,schofad01,2223,4.2
514,415,Dennis Schröder,PG,29,LAL,48,1474,11.2,0.556,0.359,0.379,1.0,7.7,4.4,19.1,1.1,0.3,13.1,17.6,,1.1,0.9,2.0,0.066,,-2.5,-0.6,-3.1,-0.4,schrode01,2223,12.8
515,416,Dereon Seabron,SG,22,NOP,5,12,4.6,0.4,0.0,0.0,9.3,0.0,4.7,0.0,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,-0.036,,-6.6,-4.9,-11.5,0.0,seabrde01,2223,0.8
516,417,Alperen Şengün,C,20,HOU,56,1576,20.1,0.601,0.069,0.37,12.3,21.4,16.8,22.0,1.4,3.3,16.8,21.8,,2.8,1.2,4.0,0.122,,1.2,0.3,1.5,1.4,sengual01,2223,14.8
517,418,Collin Sexton,SG,24,UTA,47,1129,16.2,0.62,0.258,0.434,3.6,6.4,5.0,17.9,1.1,0.4,13.4,23.2,,2.2,0.5,2.7,0.113,,0.3,-1.5,-1.2,0.2,sextoco01,2223,14.3
518,419,Landry Shamet,SG,25,PHO,30,642,11.1,0.546,0.669,0.186,1.3,7.6,4.4,14.5,1.4,0.7,10.0,19.3,,0.4,0.5,1.0,0.073,,-0.7,-0.5,-1.2,0.1,shamela01,2223,9.5
519,420,Day'Ron Sharpe,C,21,BRK,34,350,15.1,0.575,0.058,0.262,18.9,22.9,20.9,10.0,0.8,4.7,20.7,18.5,,0.3,0.5,0.8,0.105,,-3.4,-0.8,-4.3,-0.2,sharpda01,2223,4.1
520,421,Shaedon Sharpe,SG,19,POR,60,1223,10.1,0.556,0.419,0.118,4.4,10.0,7.2,4.6,0.9,1.1,8.9,16.8,,0.4,0.5,0.9,0.035,,-2.0,-2.0,-4.0,-0.6,sharpsh01,2223,7.8
521,422,Pascal Siakam,C,28,TOR,53,1985,21.0,0.568,0.219,0.392,5.2,19.1,11.6,26.2,1.1,1.4,10.1,28.0,,4.2,1.7,6.0,0.144,,3.9,-0.4,3.5,2.7,siakapa01,2223,24.4
522,423,Chris Silva,PF,26,DAL,1,3,-2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.2,,0.0,0.0,0.0,-0.259,,-22.5,-0.1,-22.6,0.0,silvach01,2223,2.0
523,424,Ben Simmons,PG,26,BRK,42,1105,13.6,0.559,0.009,0.243,4.3,22.1,13.5,30.7,2.4,1.9,27.2,14.4,,0.6,1.6,2.2,0.096,,-2.1,2.4,0.3,0.6,simmobe01,2223,6.9
524,425,Marko Simonovic,C,23,CHI,3,5,-10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,,0.0,0.0,0.0,-0.199,,-15.9,-5.8,-21.7,0.0,simonma01,2223,0.0
525,426,Anfernee Simons,SG,23,POR,56,1990,15.2,0.587,0.543,0.169,0.9,7.8,4.4,18.7,1.0,0.6,10.6,25.0,,2.5,0.6,3.1,0.075,,1.5,-2.3,-0.8,0.6,simonan01,2223,21.3
526,427,Jericho Sims,C,24,NYK,48,771,14.1,0.774,0.01,0.154,13.0,19.4,16.2,4.2,1.0,3.4,18.4,7.6,,1.6,1.0,2.6,0.16,,-1.0,0.6,-0.4,0.3,simsje01,2223,3.5
527,428,Marcus Smart,PG,28,BOS,45,1455,12.8,0.545,0.556,0.19,2.5,9.3,6.0,28.8,2.1,1.1,18.6,17.3,,1.2,1.8,3.0,0.099,,-1.2,0.5,-0.6,0.5,smartma01,2223,11.4
528,429,Dennis Smith Jr.,PG,25,CHO,41,1037,11.3,0.487,0.239,0.217,1.7,10.0,5.7,23.9,2.7,1.4,15.0,16.9,,-0.2,1.0,0.8,0.036,,-3.8,0.9,-2.8,-0.2,smithde03,2223,8.7
529,430,Dru Smith,SG,25,TOT,9,101,11.6,0.481,0.462,0.0,1.1,16.1,8.5,13.9,4.4,3.0,7.1,12.3,,0.0,0.2,0.2,0.101,,-4.1,4.6,0.5,0.1,smithdr01,2223,6.2
530,430,Dru Smith,SG,25,MIA,5,67,7.2,0.393,0.429,0.0,1.6,14.4,7.7,10.2,3.0,4.6,6.7,9.9,,0.0,0.1,0.1,0.06,,-6.3,3.2,-3.1,0.0,smithdr01,2223,6.2
531,430,Dru Smith,SG,25,BRK,4,34,20.2,0.583,0.5,0.0,0.0,19.3,10.0,21.1,7.2,0.0,7.7,17.1,,0.0,0.1,0.1,0.182,,0.2,7.2,7.4,0.1,smithdr01,2223,6.2
532,431,Ish Smith,PG,34,DEN,31,315,6.7,0.436,0.061,0.02,1.5,14.0,7.9,30.5,0.9,1.7,27.0,18.9,,-0.6,0.3,-0.3,-0.047,,-5.3,-1.3,-6.6,-0.4,smithis01,2223,2.8
533,432,Jabari Smith Jr.,PF,19,HOU,58,1751,9.8,0.495,0.48,0.231,4.8,20.9,12.8,5.9,0.8,3.2,10.8,18.4,,-0.5,1.0,0.5,0.014,,-3.3,-1.3,-4.6,-1.2,smithja05,2223,12.1
534,433,Jalen Smith,PF,22,IND,53,963,15.5,0.554,0.396,0.262,10.9,23.5,17.2,7.6,0.8,4.1,12.0,21.5,,0.5,1.0,1.6,0.078,,-1.1,-0.9,-2.1,0.0,smithja04,2223,9.0
535,434,Jeremy Sochan,PF,19,SAS,50,1302,10.9,0.506,0.24,0.222,6.9,14.5,10.5,13.6,1.3,1.4,14.3,18.9,,-0.4,0.4,0.1,0.003,,-2.8,-1.4,-4.1,-0.7,sochaje01,2223,10.7
536,435,Jaden Springer,SG,20,PHI,7,26,26.1,0.618,0.0,0.333,18.2,13.4,15.8,6.8,3.8,7.1,6.8,25.3,,0.1,0.1,0.1,0.253,,-1.0,2.6,1.6,0.0,sprinja01,2223,2.4
537,436,Lamar Stevens,PF,25,CLE,45,784,9.5,0.532,0.332,0.196,4.3,16.0,10.2,4.5,1.2,1.6,8.9,13.6,,0.2,1.1,1.3,0.079,,-2.9,0.4,-2.5,-0.1,stevela01,2223,5.3
538,437,Isaiah Stewart,C,21,DET,50,1414,13.2,0.56,0.465,0.338,8.7,23.2,15.8,7.2,0.7,2.1,11.8,17.2,,1.1,0.9,2.0,0.069,,-0.9,-1.2,-2.2,-0.1,stewais01,2223,11.3
539,438,Max Strus,SF,26,MIA,60,1791,10.7,0.542,0.703,0.124,2.7,11.5,6.9,11.1,1.0,0.6,7.9,18.1,,0.9,1.8,2.7,0.071,,-1.2,-0.7,-1.8,0.1,strusma01,2223,12.0
540,439,Jalen Suggs,PG,21,ORL,37,851,12.1,0.516,0.462,0.274,4.7,9.2,6.9,21.1,2.5,2.2,17.1,20.5,,-0.2,1.0,0.8,0.044,,-2.1,0.8,-1.3,0.2,suggsja01,2223,9.6
541,440,Edmond Sumner,SG,27,BRK,46,669,14.4,0.594,0.329,0.386,1.9,10.0,6.1,14.0,2.2,1.2,13.3,22.1,,0.6,0.6,1.2,0.088,,-2.1,-0.2,-2.3,0.0,sumneed01,2223,7.5
542,441,Cole Swider,SF,23,LAL,6,40,7.7,0.5,0.889,0.0,2.7,15.4,9.3,12.3,0.0,0.0,0.0,9.5,,0.0,0.0,0.1,0.077,,-2.9,-0.6,-3.5,0.0,swideco01,2223,1.5
543,442,Jae'Sean Tate,SF,27,HOU,22,474,10.8,0.524,0.196,0.266,7.6,11.4,9.5,17.9,1.4,0.8,16.6,18.4,,0.1,0.2,0.2,0.024,,-3.6,-1.3,-4.9,-0.3,tateja01,2223,9.1
544,443,Jayson Tatum,PF,24,BOS,58,2166,23.6,0.602,0.437,0.393,3.3,22.1,12.8,21.0,1.4,1.8,10.6,32.8,,4.9,3.1,8.0,0.177,,4.8,0.4,5.2,3.9,tatumja01,2223,30.3
545,444,Terry Taylor,PF,23,TOT,27,232,9.3,0.521,0.269,0.104,10.5,8.1,9.3,5.9,0.6,1.9,11.4,14.3,,0.1,0.1,0.2,0.031,,-3.3,-1.8,-5.1,-0.2,taylote01,2223,2.0
546,444,Terry Taylor,PF,23,IND,26,228,8.9,0.507,0.277,0.108,10.7,8.2,9.4,6.0,0.6,1.9,11.7,14.2,,0.0,0.1,0.1,0.026,,-3.4,-1.9,-5.3,-0.2,taylote01,2223,2.0
547,444,Terry Taylor,PF,23,CHI,1,4,33.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,,0.0,0.0,0.0,0.31,,4.6,4.0,8.6,0.0,taylote01,2223,2.0
548,445,Garrett Temple,SG,36,NOP,19,133,10.5,0.542,0.568,0.108,1.7,8.5,5.1,10.0,3.3,0.7,7.2,13.4,,0.1,0.2,0.3,0.094,,-3.2,2.1,-1.1,0.0,templga01,2223,2.2
549,446,Dalen Terry,SG,20,CHI,25,127,12.5,0.518,0.375,0.25,6.3,10.4,8.4,16.1,1.5,3.0,11.9,17.4,,0.0,0.2,0.2,0.077,,-0.8,0.9,0.1,0.1,terryda01,2223,1.7
550,447,Daniel Theis,C,30,IND,7,109,14.4,0.497,0.25,0.273,7.1,15.1,11.1,12.4,0.9,4.8,5.7,20.1,,0.0,0.1,0.1,0.051,,-0.9,-0.5,-1.4,0.0,theisda01,2223,7.0
551,448,Cam Thomas,SG,21,BRK,44,761,16.1,0.576,0.28,0.434,1.1,10.1,5.7,14.0,1.1,0.6,10.0,27.7,,0.7,0.5,1.1,0.072,,0.0,-1.9,-1.9,0.0,thomaca02,2223,10.8
552,449,Klay Thompson,SG,32,GSW,50,1638,14.7,0.568,0.579,0.115,2.2,11.1,6.7,11.6,0.9,0.9,8.4,27.2,,0.8,1.2,1.9,0.057,,1.4,-2.1,-0.7,0.5,thompkl01,2223,22.0
553,450,JT Thor,PF,20,CHO,50,562,5.8,0.461,0.492,0.23,4.8,11.5,8.0,4.3,1.1,1.7,13.7,11.9,,-0.4,0.4,-0.1,-0.006,,-4.7,-0.8,-5.5,-0.5,thorjt01,2223,2.5
554,451,Matisse Thybulle,SG,25,TOT,54,735,10.8,0.57,0.578,0.088,4.0,8.7,6.4,5.5,3.7,2.5,6.7,9.9,,0.6,1.1,1.7,0.111,,-2.8,3.0,0.2,0.4,thybuma01,2223,7.3
555,451,Matisse Thybulle,SG,25,PHI,49,591,10.0,0.536,0.543,0.103,4.0,8.4,6.2,5.2,3.8,2.2,6.2,9.7,,0.3,1.0,1.3,0.103,,-3.3,3.3,0.0,0.3,thybuma01,2223,7.3
556,451,Matisse Thybulle,SG,25,POR,5,144,14.2,0.7,0.71,0.032,4.1,9.6,6.9,6.6,3.4,3.7,8.7,10.4,,0.2,0.2,0.4,0.14,,-0.4,1.5,1.2,0.1,thybuma01,2223,7.3
557,452,Xavier Tillman Sr.,PF,24,MEM,41,650,17.5,0.609,0.067,0.366,12.6,15.6,14.1,10.1,2.4,2.4,10.8,13.4,,1.3,1.1,2.4,0.178,,0.5,1.7,2.2,0.7,tillmxa01,2223,6.1
558,453,Isaiah Todd,PF,21,WAS,4,13,-3.2,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,,0.0,0.0,0.0,-0.16,,-8.0,-5.6,-13.6,0.0,toddis01,2223,0.5
559,454,Obi Toppin,PF,24,NYK,48,708,12.0,0.534,0.593,0.123,3.5,18.9,11.2,7.7,1.1,1.1,8.1,18.6,,0.4,0.8,1.2,0.08,,-0.4,-0.5,-0.9,0.2,toppiob01,2223,6.0
560,455,Juan Toscano-Anderson,SF,29,TOT,34,422,7.0,0.526,0.312,0.195,4.2,15.0,9.7,8.6,1.3,1.6,19.3,10.3,,-0.1,0.4,0.4,0.04,,-4.9,1.1,-3.7,-0.2,toscaju01,2223,1.7
561,455,Juan Toscano-Anderson,SF,29,LAL,30,365,7.5,0.558,0.303,0.227,4.2,13.2,8.9,8.6,1.3,1.6,19.0,10.3,,0.0,0.4,0.4,0.051,,-4.6,1.0,-3.5,-0.1,toscaju01,2223,1.7
562,455,Juan Toscano-Anderson,SF,29,UTA,4,57,3.6,0.318,0.364,0.0,3.9,26.5,15.3,8.6,1.7,1.4,21.4,10.3,,-0.1,0.1,0.0,-0.026,,-6.8,2.1,-4.8,0.0,toscaju01,2223,1.7
563,456,Karl-Anthony Towns,PF,27,MIN,21,709,19.3,0.625,0.386,0.343,5.6,21.2,13.6,23.3,1.1,1.8,15.7,24.9,,1.3,0.8,2.2,0.146,,2.3,0.9,3.3,1.0,townska01,2223,20.8
564,457,Gary Trent Jr.,SG,24,TOR,54,1810,15.2,0.564,0.492,0.228,1.3,7.9,4.4,7.4,2.4,0.8,5.6,21.9,,2.2,1.6,3.8,0.101,,0.3,-0.2,0.1,1.0,trentga02,2223,17.7
565,458,P.J. Tucker,PF,37,PHI,58,1518,5.8,0.584,0.594,0.129,6.1,12.3,9.2,3.9,0.9,0.8,17.5,6.4,,0.7,1.4,2.1,0.067,,-3.3,0.1,-3.2,-0.4,tuckepj01,2223,3.5
566,459,Myles Turner,C,26,IND,53,1587,20.6,0.658,0.351,0.371,5.7,23.7,14.7,6.9,1.0,6.8,10.6,21.7,,3.2,2.0,5.2,0.157,,1.9,0.7,2.6,1.9,turnemy01,2223,18.0
567,460,Stanley Umude,SG,23,DET,1,2,65.6,0.532,1.0,2.0,0.0,0.0,0.0,0.0,24.1,43.8,0.0,39.8,,0.0,0.0,0.0,0.626,,15.7,32.7,48.4,0.0,umudest01,2223,2.0
568,461,Jonas Valančiūnas,C,30,NOP,61,1517,19.0,0.608,0.145,0.291,12.6,31.4,21.9,10.5,0.5,1.8,14.2,23.3,,2.3,2.0,4.3,0.137,,0.1,-0.9,-0.8,0.5,valanjo01,2223,14.1
569,462,Jarred Vanderbilt,PF,23,TOT,58,1394,16.5,0.612,0.175,0.321,11.0,24.8,17.9,15.1,2.1,1.0,16.3,14.0,,2.5,1.8,4.3,0.148,,0.1,1.6,1.7,1.3,vandeja01,2223,8.5
570,462,Jarred Vanderbilt,PF,23,UTA,52,1254,16.2,0.607,0.183,0.328,10.6,24.8,17.7,15.4,2.0,1.0,16.0,14.2,,2.2,1.6,3.8,0.144,,0.1,1.4,1.5,1.1,vandeja01,2223,8.5
571,462,Jarred Vanderbilt,PF,23,LAL,6,140,19.0,0.662,0.094,0.25,14.1,24.9,19.7,12.4,3.0,1.2,18.4,13.1,,0.3,0.2,0.5,0.186,,0.9,3.0,3.9,0.2,vandeja01,2223,8.5
572,463,Fred VanVleet,PG,28,TOR,51,1882,16.7,0.536,0.537,0.258,1.5,12.7,6.7,26.6,2.1,1.6,9.3,23.0,,2.8,1.8,4.6,0.118,,1.9,0.2,2.1,2.0,vanvlfr01,2223,19.1
573,464,Devin Vassell,SG,22,SAS,29,907,16.6,0.562,0.438,0.188,0.7,13.8,7.0,17.3,1.8,1.1,8.2,24.9,,0.8,0.4,1.2,0.065,,2.1,-1.0,1.0,0.7,vassede01,2223,19.0
574,465,Gabe Vincent,PG,26,MIA,48,1263,8.9,0.531,0.628,0.157,1.7,8.6,5.0,14.2,1.7,0.3,13.7,17.9,,-0.3,1.4,1.1,0.042,,-3.3,-0.1,-3.5,-0.5,vincega01,2223,9.3
